target_id	length	eff_length	est_counts	tpm
AH9.2.1	1166	849.055	0	0
AH9.3.1	955	638.364	1	147.257
AH9.3.2	1217	900.055	0	0
AH9.4.1	1397	1080.06	0	0
AH9.6.1	1177	860.055	0	0
B0001.1a.1	996	679.055	2	276.866
B0001.1b.1	498	207.469	0	0
B0001.1c.1	213	38.1739	0	0
B0001.2.1	2923	2606.06	0	0
B0001.3a.1	1964	1647.06	0	0
B0001.3b.1	1919	1602.06	0.782073	45.8896
B0001.3c.1	1922	1605.06	0.217927	12.7634
B0001.4a.1	1134	817.055	0	0
B0001.4c.1	1151	834.055	0	0
B0001.5.1	1855	1538.06	0	0
B0001.6.1	2197	1880.06	2	100.001
B0001.6.2	2352	2035.06	0	0
B0001.7a.1	2381	2064.06	0	0
B0001.7b.1	2402	2085.06	0	0
B0001.7c.1	366	113.651	0	0
B0001.8a.1	1658	1341.06	0.99624	69.8331
B0001.8b.1	1669	1352.06	0.00376044	0.26145
B0001.8c.1	216	39.3819	0	0
B0001.8d.1	1709	1392.06	0	0
B0001.8d.2	1711	1394.06	0	0
B0001.8d.3	2028	1711.06	0	0
B0001.8d.4	1867	1550.06	0	0
B0019.1.1	2356	2039.06	1	46.1015
B0019.2.1	2345	2028.06	1	46.3516
B0024.1.1	1044	727.055	0	0
B0024.10.1	1837	1520.06	0	0
B0024.11.1	1816	1499.06	0	0
B0024.12.1	498	207.469	0	0
B0024.13.1	1026	709.055	0	0
B0024.14a.1	2992	2675.06	0	0
B0024.14b.1	2969	2652.06	0	0
B0024.14d.1	2715	2398.06	0	0
B0024.14f.1	2628	2311.06	0	0
B0024.15.1	1074	757.055	0	0
B0024.2.1	1008	691.055	0	0
B0024.3.1	899	582.79	0	0
B0024.4.1	1353	1036.06	0	0
B0024.6a.1	3249	2932.06	0	0
B0024.6b.1	3261	2944.06	0	0
B0024.8a.1	3969	3652.06	0	0
B0024.8b.1	2354	2037.06	0	0
B0024.8c.1	1806	1489.06	0	0
B0024.8d.1	1934	1617.06	0	0
B0024.9a.1	522	227.854	0	0
B0024.9b.1	360	110.55	0	0
B0025.1a.1	2802	2485.06	0	0
B0025.1c.1	2696	2379.06	0	0
B0025.2.1	1629	1312.06	0.110523	7.91854
B0025.2.2	1625	1308.06	0.889477	63.9224
B0025.4.1	585	281.873	0	0
B0025.5.1	389	128.767	0	0
B0034.1.1	1139	822.055	0	0
B0034.1.2	978	661.055	0	0
B0034.2.1	120	16.2105	0	0
B0034.3a.1	3442	3125.06	5.33511	160.483
B0034.3b.1	1134	817.055	0	0
B0034.3c.1	483	196.291	2.66489	1276.22
B0034.3d.1	543	244.875	0	0
B0034.4.1	1240	923.055	0	0
B0034.5.1	1280	963.055	0	0
B0034.7.1	412	143.117	0	0
B0035.10.1	411	142.493	0	0
B0035.11.1	1438	1121.06	0	0
B0035.12.1	2814	2497.06	0	0
B0035.12.2	2854	2537.06	0	0
B0035.13.1	949	632.364	0	0
B0035.14a.1	1668	1351.06	0	0
B0035.14b.1	141	18.2982	0	0
B0035.15.1	993	676.055	0	0
B0035.16.1	1206	889.055	0	0
B0035.18.1	335	96.233	0	0
B0035.1a.1	1332	1015.06	0	0
B0035.1b.1	1236	919.055	1	102.283
B0035.2.1	1256	939.055	1	100.104
B0035.21.1	316	85.9075	0	0
B0035.22.1	30	31	0	0
B0035.3.1	780	466.062	0	0
B0035.4.1	548	249.259	1	377.132
B0035.5.1	1745	1428.06	0	0
B0035.6.1	2486	2169.06	0	0
B0035.7.1	384	125.24	0	0
B0035.8.1	372	117.413	0	0
B0035.9.1	312	83.7255	0	0
B0041.1.1	656	347.342	0	0
B0041.11.1	1401	1084.06	0	0
B0041.11.2	789	474.84	0	0
B0041.12.1	33	34	0	0
B0041.2a.1	3135	2818.06	0	0
B0041.2a.2	2975	2658.06	0	0
B0041.2b.1	3137	2820.06	0	0
B0041.2c.1	2978	2661.06	0	0
B0041.2d.1	2247	1930.06	0	0
B0041.2e.1	3075	2758.06	0	0
B0041.2f.1	3066	2749.06	0	0
B0041.2g.1	2913	2596.06	0	0
B0041.3.1	549	250.259	0	0
B0041.4.1	1119	802.055	6	703.22
B0041.5a.1	1535	1218.06	0	0
B0041.5c.1	1393	1076.06	0	0
B0041.6a.1	464	181.925	1	516.717
B0041.6b.1	414	144.488	0	0
B0041.7.1	4317	4000.06	3	70.5017
B0041.8.1	756	442.488	0	0
B0047.1.1	1315	998.055	0	0
B0047.1.2	1749	1432.06	0	0
B0047.3.1	832	516.435	0	0
B0047.4.1	561	260.864	0	0
B0198.1.1	1415	1098.06	0	0
B0198.2a.1	858	542.185	0	0
B0198.2b.1	1381	1064.06	0	0
B0198.2b.2	1284	967.055	0	0
B0198.3a.1	3531	3214.06	0	0
B0198.3a.2	3474	3157.06	0	0
B0205.10.1	1493	1176.06	0	0
B0205.10.2	1442	1125.06	0	0
B0205.11.1	934	617.512	0	0
B0205.12.1	231	45.9834	0	0
B0205.13.1	453	174.014	0	0
B0205.14.1	364	112.594	0	0
B0205.14.2	1092	775.055	0	0
B0205.14.3	401	135.622	0	0
B0205.1a.1	2614	2297.06	0	0
B0205.1b.1	2121	1804.06	1	52.1068
B0205.2a.1	1317	1000.06	0	0
B0205.2b.1	990	673.055	0	0
B0205.3.1	1290	973.055	0	0
B0205.4.1	1335	1018.06	0	0
B0205.5.1	99	18.4444	0	0
B0205.6.1	1431	1114.06	1	84.3796
B0205.7.1	1475	1158.06	5	405.868
B0205.8.1	505	213.546	0	0
B0205.9.1	1833	1516.06	0	0
B0207.1.1	1955	1638.06	0	0
B0207.1.2	1862	1545.06	0	0
B0207.10.1	276	65.4967	0	0
B0207.11.1	884	567.926	0	0
B0207.12a.1	2118	1801.06	0	0
B0207.12a.2	2017	1700.06	0	0
B0207.12a.3	2369	2052.06	0	0
B0207.12b.1	1461	1144.06	0	0
B0207.12c.1	2279	1962.06	0	0
B0207.2.1	815	500.035	0	0
B0207.2.2	900	583.652	0	0
B0207.3.1	1370	1053.06	0	0
B0207.4.1	1112	795.055	0	0
B0207.4.2	1191	874.055	2	215.097
B0207.5a.1	11033	10716.1	0	0
B0207.5b.1	11038	10721.1	0	0
B0207.6.1	987	670.055	0	0
B0207.7.1	1384	1067.06	0	0
B0207.9.1	482	195.445	0	0
B0207.9.2	537	239.967	0	0
B0212.1a.1	2011	1694.06	0	0
B0212.1b.1	2259	1942.06	0	0
B0212.1c.1	2272	1955.06	0	0
B0212.2.1	1229	912.055	0	0
B0212.3.1	2107	1790.06	0	0
B0212.4a.1	1345	1028.06	0	0
B0212.4b.1	1495	1178.06	0	0
B0212.4c.1	1135	818.055	0	0
B0212.4d.1	997	680.055	0	0
B0212.4d.2	709	397.78	0	0
B0212.4d.3	554	254.695	0	0
B0212.5.1	2875	2558.06	0	0
B0213.10.1	1591	1274.06	0	0
B0213.11a.1	1722	1405.06	0	0
B0213.11b.1	1490	1173.06	0	0
B0213.11c.1	1326	1009.06	0	0
B0213.12.1	1579	1262.06	0	0
B0213.14.1	1584	1267.06	0	0
B0213.15a.1	1656	1339.06	0	0
B0213.15b.1	1665	1348.06	0	0
B0213.15c.1	360	110.55	0	0
B0213.15d.1	411	142.493	0	0
B0213.16.1	1571	1254.06	0	0
B0213.17.1	264	60.0417	0	0
B0213.2.1	316	85.9075	0	0
B0213.3.1	335	96.233	0	0
B0213.4.1	354	106.913	0	0
B0213.5.1	714	402.494	0	0
B0213.6.1	451	172.632	0	0
B0213.7.1	1002	685.055	0	0
B0213.8.1	1089	772.055	0	0
B0213.9.1	1103	786.055	0	0
B0218.1.1	1823	1506.06	1.05917e-06	6.61104e-05
B0218.1.2	1802	1485.06	0.0154918	0.980623
B0218.1.3	1793	1476.06	0.984507	62.699
B0218.2.1	1922	1605.06	0	0
B0218.3.1	1671	1354.06	0	0
B0218.5.1	1925	1608.06	0	0
B0218.6a.1	1021	704.055	0	0
B0218.6b.1	555	255.505	0	0
B0218.7.1	1076	759.055	0	0
B0218.8.1	974	657.211	0	0
B0222.1.1	977	660.055	0	0
B0222.11.1	1335	1018.06	0	0
B0222.15.1	479	193.06	0	0
B0222.2.1	1485	1168.06	0	0
B0222.3.1	1622	1305.06	0	0
B0222.4.1	1770	1453.06	0	0
B0222.5.1	1522	1205.06	0	0
B0222.6.1	1009	692.055	0	0
B0222.7.1	960	643.364	0	0
B0222.8.1	966	649.211	2	289.593
B0222.9.1	3829	3512.06	0	0
B0228.1.1	1401	1084.06	0	0
B0228.4a.1	5205	4888.06	0	0
B0228.4c.1	23420	23103.1	1	4.06888
B0228.4d.1	4503	4186.06	0	0
B0228.4e.1	8109	7792.06	0	0
B0228.5a.1	552	252.883	0	0
B0228.5b.1	586	282.804	0	0
B0228.6.1	1052	735.055	0	0
B0228.7.1	917	600.512	0	0
B0228.7.2	1443	1126.06	0	0
B0228.8.1	1365	1048.06	0	0
B0228.9.1	1332	1015.06	0	0
B0238.1.1	1811	1494.06	0	0
B0238.10.1	1097	780.055	0	0
B0238.10.2	1049	732.055	2	256.821
B0238.11.1	1119	802.055	2	234.407
B0238.12.1	2663	2346.06	0	0
B0238.12.2	1361	1044.06	0	0
B0238.15.1	249	52.7476	0	0
B0238.3.1	843	527.312	0	0
B0238.5a.1	971	654.211	0	0
B0238.6.1	972	655.211	0	0
B0238.7.1	1737	1420.06	0	0
B0238.8.1	1012	695.055	0	0
B0238.9.1	2018	1701.06	0	0
B0240.1.1	1455	1138.06	0	0
B0240.2.1	2546	2229.06	0	0
B0240.3a.1	4172	3855.06	0	0
B0240.3b.1	2580	2263.06	0	0
B0240.4.1	1965	1648.06	0	0
B0244.10a.1	1357	1040.06	0	0
B0244.10b.1	1192	875.055	0	0
B0244.15.1	1155	838.055	0	0
B0244.16.1	1083	766.055	0	0
B0244.17.1	1059	742.055	0	0
B0244.2.1	2591	2274.06	0	0
B0244.4a.1	960	643.364	0	0
B0244.4b.1	1182	865.055	0	0
B0244.4c.1	891	574.926	0	0
B0244.5.1	1235	918.055	0	0
B0244.6.1	1581	1264.06	0	0
B0244.7.1	1095	778.055	0	0
B0244.8.1	1795	1478.06	0	0
B0244.9.1	632	325.369	0	0
B0250.1.1	864	548.055	12	2058.26
B0250.10.1	921	604.512	0	0
B0250.18a.1	2773	2456.06	2	76.5484
B0250.18b.1	66	5.5	0	0
B0250.2.1	842	526.312	0	0
B0250.5.1	1081	764.055	1	123.032
B0250.6.1	852	536.312	0	0
B0250.7b.1	117	15.9062	0	0
B0250.8.1	501	210.201	0	0
B0250.9.1	1481	1164.06	0	0
B0252.1.1	2695	2378.06	0	0
B0252.11.1	298	76.5151	0	0
B0252.2.1	1790	1473.06	0	0
B0252.3a.1	1727	1410.06	0	0
B0252.3a.2	1591	1274.06	0	0
B0252.3a.3	1877	1560.06	0	0
B0252.3a.4	1829	1512.06	0	0
B0252.3b.1	1455	1138.06	0	0
B0252.3c.1	1419	1102.06	0	0
B0252.4a.1	641	333.652	0	0
B0252.4b.1	621	314.833	0	0
B0252.5.1	794	479.726	0	0
B0252.8.1	294	74.8574	0	0
B0261.1.1	2618	2301.06	0	0
B0261.2a.1	8560	8243.06	0.0986727	1.12526
B0261.2b.1	8513	8196.06	4.90133	56.2151
B0261.4a.1	925	608.512	1	154.481
B0261.4b.1	651	342.591	0	0
B0261.5.1	699	387.968	0	0
B0261.6a.1	617	311.136	0	0
B0261.6b.1	572	270.363	0	0
B0261.7.1	1165	848.055	0	0
B0261.8.1	664	354.833	0	0
B0261.9.1	526	230.982	0	0
B0272.1.1	1564	1247.06	1	75.3804
B0272.2.1	968	651.211	0	0
B0272.3.1	1052	735.055	0	0
B0272.4.1	969	652.211	0	0
B0273.115.1	480	193.907	0	0
B0273.1a.1	770	456.062	0	0
B0273.1a.2	777	463.062	0	0
B0273.1b.1	285	70.3166	0	0
B0273.2.1	1843	1526.06	0	0
B0273.3.1	1477	1160.06	0	0
B0273.4a.1	3027	2710.06	1.1994	41.6035
B0273.4b.1	1704	1387.06	1.19219	80.7968
B0273.4c.1	3107	2790.06	0	0
B0273.4d.1	2904	2587.06	0	0
B0273.4d.2	2701	2384.06	0	0
B0273.4e.1	2259	1942.06	0.608414	29.4498
B0273.4f.1	1974	1657.06	0	0
B0280.10a.1	1216	899.055	0	0
B0280.10b.1	1238	921.055	0	0
B0280.10b.2	1132	815.055	0	0
B0280.10b.3	642	334.49	0	0
B0280.10c.1	1140	823.055	0	0
B0280.11.1	1398	1081.06	0	0
B0280.12a.1	2849	2532.06	0	0
B0280.12b.1	3104	2787.06	0	0
B0280.13.1	1915	1598.06	0	0
B0280.17.1	895	578.79	0	0
B0280.1a.1	1242	925.055	0	0
B0280.1b.1	2412	2095.06	0	0
B0280.1b.2	2252	1935.06	0	0
B0280.2.1	2007	1690.06	0	0
B0280.3.1	987	670.055	0	0
B0280.3.2	953	636.364	0	0
B0280.4.1	1197	880.055	0	0
B0280.5.1	1723	1406.06	0	0
B0280.7.1	1173	856.055	0	0
B0280.8.1	1546	1229.06	0	0
B0280.9.1	1399	1082.06	2	173.75
B0281.1.1	465	182.63	0	0
B0281.3.1	1068	751.055	0	0
B0281.4.1	745	432.01	0	0
B0281.5a.1	855	539.185	0	0
B0281.5b.1	735	422.316	0	0
B0281.6.1	933	616.512	0	0
B0281.8a.1	879	562.926	0	0
B0281.8b.1	798	483.498	0	0
B0281.8c.1	924	607.512	0	0
B0281.8d.1	843	527.312	0	0
B0284.1.1	2719	2402.06	1	39.1346
B0284.2.1	1520	1203.06	0	0
B0284.3.1	428	155.138	0	0
B0284.4.1	1263	946.055	0	0
B0285.10.1	1107	790.055	0	0
B0285.1a.1	2581	2264.06	0	0
B0285.1a.2	2453	2136.06	0	0
B0285.1b.1	4120	3803.06	0	0
B0285.1b.2	2473	2156.06	0	0
B0285.1c.1	4106	3789.06	0	0
B0285.1c.2	2458	2141.06	0	0
B0285.3.1	746	433.01	0	0
B0285.4.1	1167	850.055	1	110.585
B0285.5.1	2198	1881.06	0	0
B0285.5.2	2206	1889.06	0	0
B0285.5.3	1996	1679.06	1	55.986
B0285.6.1	1830	1513.06	0	0
B0285.7.1	2822	2505.06	3	112.577
B0285.8.1	1360	1043.06	0	0
B0285.9.1	1198	881.055	0	0
B0286.1.1	1014	697.055	2	269.716
B0286.1.2	1107	790.055	0	0
B0286.2a.1	4386	4069.06	0	0
B0286.2b.1	1380	1063.06	0	0
B0286.3.1	1404	1087.06	0	0
B0286.4a.1	1598	1281.06	0	0
B0286.4b.1	1345	1028.06	0	0
B0286.4c.1	1469	1152.06	0	0
B0286.4c.2	1618	1301.06	0	0
B0286.4c.3	1680	1363.06	0	0
B0286.4c.4	1922	1605.06	0	0
B0286.4c.5	1540	1223.06	0	0
B0286.4c.6	1362	1045.06	0	0
B0286.4c.7	1389	1072.06	0	0
B0286.4c.8	1296	979.055	2	192.029
B0286.4c.9	1313	996.055	0	0
B0286.4d.1	1077	760.055	0	0
B0286.5.1	1388	1071.06	0	0
B0286.6.1	1178	861.055	0	0
B0294.1.1	627	320.525	0	0
B0294.3.1	567	265.891	0	0
B0302.1a.1	4038	3721.06	0	0
B0302.1b.1	3720	3403.06	1	27.6233
B0302.2.1	409	141.034	0	0
B0302.4.1	219	40.9754	0	0
B0302.5.1	772	458.062	0	0
B0303.11a.1	2918	2601.06	0	0
B0303.11a.2	3010	2693.06	0	0
B0303.11b.1	2981	2664.06	0	0
B0303.14.1	1581	1264.06	0	0
B0303.15.1	688	377.424	2	498.132
B0303.16.1	1060	743.055	0	0
B0303.2.1	905	588.652	1	159.693
B0303.2.2	895	578.79	0	0
B0303.3.1	1635	1318.06	2	142.64
B0303.3.2	1718	1401.06	0	0
B0303.4.1	2182	1865.06	1	50.4026
B0303.4.2	2488	2171.06	0	0
B0303.7a.1	1842	1525.06	0	0
B0303.7b.1	1833	1516.06	0	0
B0303.8.1	812	497.035	0	0
B0303.9.1	2026	1709.06	1	55.0032
B0304.1a.1	1053	736.055	1	127.713
B0304.1a.2	1158	841.055	0	0
B0304.1b.1	1066	749.055	0	0
B0304.1c.1	1089	772.055	0	0
B0304.2.1	815	500.035	0	0
B0304.3.1	1719	1402.06	0	0
B0304.4.1	626	319.525	1	294.198
B0304.5.1	1087	770.055	0	0
B0304.5.2	1047	730.055	0	0
B0304.6.1	998	681.055	0	0
B0304.7.1	1068	751.055	0	0
B0304.8.1	1020	703.055	0	0
B0304.9.1	1065	748.055	0	0
B0310.1a.1	1828	1511.06	0	0
B0310.1b.1	1244	927.055	0	0
B0310.2a.1	1591	1274.06	0	0
B0310.2b.1	1408	1091.06	0	0
B0310.3.1	1785	1468.06	0	0
B0310.3.2	1557	1240.06	0	0
B0310.3.3	1409	1092.06	0	0
B0310.5a.1	1892	1575.06	0	0
B0310.5b.1	2758	2441.06	0	0
B0310.6.1	410	141.784	0	0
B0331.1.1	1682	1365.06	0	0
B0331.2.1	1705	1388.06	0	0
B0334.1.1	545	246.568	0	0
B0334.10.1	553	253.695	0	0
B0334.11a.1	1659	1342.06	0	0
B0334.11b.1	1569	1252.06	0	0
B0334.13.1	500	209.255	0	0
B0334.15.1	878	561.926	0	0
B0334.15.2	699	387.968	0	0
B0334.2.1	1003	686.055	0	0
B0334.20.1	201	34.4213	0	0
B0334.3a.1	2006	1689.06	5.92353e-08	3.29671e-06
B0334.3b.1	1962	1645.06	4	228.572
B0334.4.1	826	510.558	1	184.119
B0334.5.1	1416	1099.06	0	0
B0334.6.1	1376	1059.06	0	0
B0334.7.1	1017	700.055	0	0
B0334.8a.1	3929	3612.06	1	26.0249
B0334.8b.1	231	45.9834	0	0
B0336.10.1	507	215.216	0	0
B0336.10.2	469	186.135	3	1515.08
B0336.11a.1	1740	1423.06	0	0
B0336.11b.1	1291	974.055	1	96.5074
B0336.12.1	84	15.5	0	0
B0336.13.1	635	328.052	0	0
B0336.1a.1	2789	2472.06	0	0
B0336.1b.1	2229	1912.06	2	98.3272
B0336.2.1	1173	856.055	4	439.241
B0336.2.2	1308	991.055	0	0
B0336.3a.1	2896	2579.06	0	0
B0336.3b.1	2909	2592.06	0.935894	33.9412
B0336.3c.1	2906	2589.06	2.06411	74.9437
B0336.3d.1	1968	1651.06	0	0
B0336.4a.1	1834	1517.06	0	0
B0336.4b.1	1768	1451.06	2	129.566
B0336.5a.1	862	546.185	1	172.109
B0336.5b.1	824	508.678	0	0
B0336.6.1	1556	1239.06	0	0
B0336.6.2	1568	1251.06	0	0
B0336.7a.1	1578	1261.06	0	0
B0336.7b.1	1552	1235.06	0	0
B0336.8.1	416	146.108	1	643.385
B0336.9a.1	2381	2064.06	0	0
B0336.9b.1	2436	2119.06	0	0
B0336.9b.2	2456	2139.06	0	0
B0336.9b.3	2348	2031.06	0	0
B0336.9b.4	2890	2573.06	0	0
B0336.9b.5	2562	2245.06	0	0
B0336.9b.6	2975	2658.06	0	0
B0336.9c.1	2839	2522.06	0	0
B0336.9c.2	2992	2675.06	0	0
B0336.9d.1	2256	1939.06	0	0
B0336.9e.1	571	269.429	0	0
B0336.9e.2	2394	2077.06	0	0
B0336.9e.3	2427	2110.06	0	0
B0344.2.1	2088	1771.06	1	53.0777
B0348.1.1	264	60.0417	0	0
B0348.10.1	165	23.9046	0	0
B0348.2a.1	462	180.365	0	0
B0348.2b.1	63	2.5	0	0
B0348.4a.1	4973	4656.06	0	0
B0348.4b.1	5005	4688.06	0	0
B0348.4c.1	2249	1932.06	0	0
B0348.4d.1	5056	4739.06	0	0
B0348.4e.1	5016	4699.06	0	0
B0348.4f.1	4928	4611.06	0	0
B0348.4g.1	4907	4590.06	0	0
B0348.4h.1	4693	4376.06	0	0
B0348.4i.1	4655	4338.06	0	0
B0348.4j.1	4750	4433.06	0	0
B0348.4k.1	4717	4400.06	0	0
B0348.4l.1	4503	4186.06	0.015798	0.354766
B0348.4m.1	4471	4154.06	2.9842	67.5305
B0348.4n.1	4590	4273.06	0	0
B0348.4o.1	5122	4805.06	0	0
B0348.4p.1	4212	3895.06	0	0
B0348.4q.1	4874	4557.06	0	0
B0348.4r.1	4137	3820.06	0	0
B0348.4s.1	4664	4347.06	0	0
B0348.4t.1	3894	3577.06	0	0
B0348.4u.1	4546	4229.06	0	0
B0348.4v.1	4541	4224.06	0	0
B0348.4w.1	3921	3604.06	0	0
B0348.4x.1	3714	3397.06	0	0
B0348.4y.1	3678	3361.06	0	0
B0348.5a.1	1355	1038.06	0	0
B0348.5b.1	1042	725.055	0	0
B0348.6a.1	1091	774.055	0	0
B0348.6b.1	1110	793.055	1.97303	233.87
B0348.6c.1	1115	798.055	0.0269697	3.17678
B0350.2a.1	1173	856.055	0	0
B0350.2b.1	2918	2601.06	0	0
B0350.2c.1	5844	5527.06	3.84229	65.3493
B0350.2d.1	2388	2071.06	0	0
B0350.2e.1	5754	5437.06	4.03199	69.7108
B0350.2f.1	21716	21399.1	11.1257	48.874
B0350.2h.1	5648	5331.06	0	0
B0350.2i.1	3105	2788.06	0	0
B0350.2j.1	2949	2632.06	0	0
B0353.1a.1	1481	1164.06	0	0
B0353.1b.1	1520	1203.06	0	0
B0353.1c.1	1488	1171.06	0	0
B0353.1c.2	1407	1090.06	1	86.2374
B0353.1d.1	1141	824.055	0	0
B0353.1e.1	1105	788.055	1	119.285
B0353.1e.2	885	568.926	0	0
B0361.10.1	1147	830.055	0	0
B0361.10.2	733	420.316	0	0
B0361.11.1	1766	1449.06	0	0
B0361.14.1	42	43	0	0
B0361.2a.1	1474	1157.06	0	0
B0361.2b.1	303	79.5924	0	0
B0361.3.1	2010	1693.06	0	0
B0361.4.1	1278	961.055	1	97.8128
B0361.5a.1	1441	1124.06	0.00410841	0.343582
B0361.5b.1	1432	1115.06	0.995892	83.9576
B0361.6.1	1342	1025.06	0	0
B0361.7.1	1467	1150.06	0	0
B0361.7.2	1476	1159.06	0	0
B0361.8.1	1537	1220.06	1	77.0486
B0361.9.1	1076	759.055	0	0
B0365.1.1	3411	3094.06	0	0
B0365.3.1	3231	2914.06	7.16534e-08	2.31144e-06
B0365.3.2	3153	2836.06	8	265.167
B0365.5a.1	640	332.732	0	0
B0365.5b.1	486	198.104	0	0
B0365.6.1	2722	2405.06	0	0
B0365.7.1	9828	9511.06	0	0
B0365.9.1	907	590.652	0	0
B0379.1a.1	778	464.062	1	202.567
B0379.2.1	835	519.435	0	0
B0379.3a.1	3357	3040.06	0.999956	30.9203
B0379.3b.1	3402	3085.06	4.37963e-05	0.0013345
B0379.4a.1	1219	902.055	0	0
B0379.4b.1	1533	1216.06	0	0
B0379.4c.1	1030	713.055	0	0
B0379.6.1	372	117.413	0	0
B0379.7.1	1375	1058.06	0	0
B0379.7.2	1311	994.055	0	0
B0391.11a.1	1238	921.055	0	0
B0391.11b.1	807	492.035	0	0
B0391.12.1	1089	772.055	0	0
B0391.14.1	785	470.952	1	199.603
B0391.4.1	1340	1023.06	0	0
B0391.5.1	1198	881.055	0	0
B0391.6.1	1576	1259.06	0	0
B0391.9.1	1240	923.055	0	0
B0393.1.1	879	562.926	5	834.955
B0393.2.1	2026	1709.06	4	220.013
B0393.2.2	2131	1814.06	0	0
B0393.3.1	2095	1778.06	2	105.737
B0393.4.1	2616	2299.06	0	0
B0393.5.1	3862	3545.06	1	26.5168
B0393.6.1	1501	1184.06	1	79.3912
B0393.7.1	1146	829.055	0	0
B0393.8.1	402	136.296	0	0
B0393.9a.1	648	339.838	0	0
B0393.9b.1	915	598.512	0	0
B0395.1.1	1926	1609.06	0	0
B0395.1.2	1633	1316.06	1	71.4283
B0395.2.1	1557	1240.06	0	0
B0395.3.1	2039	1722.06	0	0
B0395.3.2	3065	2748.06	2	68.4146
B0395.3.3	2128	1811.06	0	0
B0399.1a.1	2615	2298.06	0	0
B0399.1b.1	2479	2162.06	0	0
B0399.1c.1	1990	1673.06	0	0
B0399.1d.1	2043	1726.06	0	0
B0399.1e.1	2275	1958.06	0	0
B0399.1f.1	2156	1839.06	0	0
B0399.2.1	2126	1809.06	0	0
B0403.2.1	2550	2233.06	0	0
B0403.3.1	1433	1116.06	0	0
B0403.3.2	1541	1224.06	0	0
B0403.4.1	1643	1326.06	6	425.338
B0403.5.1	1448	1131.06	1	83.1114
B0403.6.1	940	623.512	0	0
B0410.1.1	237	48.1292	0	0
B0410.2a.1	1993	1676.06	0	0
B0410.2b.1	1590	1273.06	0	0
B0410.3.1	863	547.185	0	0
B0412.1a.1	1479	1162.06	0	0
B0412.1b.1	1365	1048.06	0	0
B0412.2.1	1645	1328.06	0	0
B0412.3a.1	3352	3035.06	0	0
B0412.3b.1	2460	2143.06	0	0
B0412.3c.1	852	536.312	0	0
B0412.3d.1	222	42.4713	0	0
B0412.3e.1	272	63.6901	0	0
B0412.4.1	265	60.5027	8	12429.7
B0414.1.1	1180	863.055	0	0
B0414.2.1	1157	840.055	0	0
B0414.2.2	1575	1258.06	0	0
B0414.2.3	1493	1176.06	0	0
B0414.3.1	867	550.926	0	0
B0414.5.1	2803	2486.06	0	0
B0414.6.1	2496	2179.06	2	86.2792
B0414.7a.1	4480	4163.06	0	0
B0414.7a.2	4440	4123.06	2.16133e-06	4.92772e-05
B0414.7b.1	4362	4045.06	0.999998	23.2391
B0414.8a.1	2284	1967.06	0	0
B0414.8b.1	1758	1441.06	0	0
B0416.10.1	840	524.312	0	0
B0416.11.1	455	175.345	0	0
B0416.1a.1	3980	3663.06	2.5245e-05	0.000647851
B0416.1b.1	3920	3603.06	1.99997	52.1793
B0416.1c.1	2817	2500.06	0	0
B0416.1d.1	2760	2443.06	0	0
B0416.2.1	691	380.242	0	0
B0416.3.1	1012	695.055	0	0
B0416.4.1	770	456.062	0	0
